pair,family,condition,identifiable,method,truth,prediction,correct,abstain
119,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
119,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
119,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
119,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
119,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
119,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
120,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
120,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
120,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
120,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
120,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
120,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
120,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
120,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
120,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
120,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
121,human_override,non_identifiable,0,outcome,operator,developer,0,0
121,human_override,non_identifiable,0,causal,operator,developer,0,0
121,human_override,non_identifiable,0,rule,operator,provider,0,0
121,human_override,non_identifiable,0,scm,operator,operator,1,0
121,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
121,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
121,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
121,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
121,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
121,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
122,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
122,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
122,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
122,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
122,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
122,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
122,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
122,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
122,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
122,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
123,human_override,non_identifiable,0,outcome,operator,developer,0,0
123,human_override,non_identifiable,0,causal,operator,developer,0,0
123,human_override,non_identifiable,0,rule,operator,provider,0,0
123,human_override,non_identifiable,0,scm,operator,operator,1,0
123,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
123,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
123,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
123,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
123,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
123,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
124,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
124,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
124,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
124,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
124,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
124,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
124,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
124,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
124,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
124,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
125,human_override,non_identifiable,0,outcome,operator,developer,0,0
125,human_override,non_identifiable,0,causal,operator,developer,0,0
125,human_override,non_identifiable,0,rule,operator,provider,0,0
125,human_override,non_identifiable,0,scm,operator,operator,1,0
125,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
125,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
125,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
125,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
125,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
125,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
126,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
126,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
126,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
126,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
126,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
126,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
126,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
126,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
126,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
126,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
127,human_override,non_identifiable,0,outcome,operator,developer,0,0
127,human_override,non_identifiable,0,causal,operator,developer,0,0
127,human_override,non_identifiable,0,rule,operator,provider,0,0
127,human_override,non_identifiable,0,scm,operator,operator,1,0
127,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
127,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
127,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
127,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
127,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
127,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
128,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
128,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
128,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
128,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
128,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
128,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
128,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
128,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
128,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
128,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
129,human_override,non_identifiable,0,outcome,operator,developer,0,0
129,human_override,non_identifiable,0,causal,operator,developer,0,0
129,human_override,non_identifiable,0,rule,operator,provider,0,0
129,human_override,non_identifiable,0,scm,operator,operator,1,0
129,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
129,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
129,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
129,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
129,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
129,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
130,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
130,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
130,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
130,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
130,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
130,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
130,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
130,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
130,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
130,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
131,human_override,non_identifiable,0,outcome,operator,developer,0,0
131,human_override,non_identifiable,0,causal,operator,developer,0,0
131,human_override,non_identifiable,0,rule,operator,provider,0,0
131,human_override,non_identifiable,0,scm,operator,operator,1,0
131,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
131,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
131,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
131,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
131,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
131,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
132,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
132,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
132,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
132,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
132,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
132,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
132,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
132,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
132,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
132,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
133,human_override,non_identifiable,0,outcome,operator,developer,0,0
133,human_override,non_identifiable,0,causal,operator,developer,0,0
133,human_override,non_identifiable,0,rule,operator,provider,0,0
133,human_override,non_identifiable,0,scm,operator,operator,1,0
133,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
133,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
133,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
133,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
133,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
133,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
134,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
134,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
134,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
134,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
134,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
134,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
134,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
134,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
134,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
134,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
135,human_override,non_identifiable,0,outcome,operator,developer,0,0
135,human_override,non_identifiable,0,causal,operator,developer,0,0
135,human_override,non_identifiable,0,rule,operator,provider,0,0
135,human_override,non_identifiable,0,scm,operator,operator,1,0
135,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
135,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
135,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
135,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
135,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
135,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
136,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
136,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
136,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
136,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
136,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
136,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
136,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
136,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
136,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
136,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
137,human_override,non_identifiable,0,outcome,operator,developer,0,0
137,human_override,non_identifiable,0,causal,operator,developer,0,0
137,human_override,non_identifiable,0,rule,operator,provider,0,0
137,human_override,non_identifiable,0,scm,operator,operator,1,0
137,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
137,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
137,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
137,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
137,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
137,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
138,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
138,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
138,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
138,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
138,unauthorized_delegation,non_identifiable,0,trace-r,agent_A,NOT_IDENTIFIABLE,0,1
138,unauthorized_delegation,critical_evidence_restored,1,outcome,agent_A,agent_B,0,0
138,unauthorized_delegation,critical_evidence_restored,1,causal,agent_A,agent_B,0,0
138,unauthorized_delegation,critical_evidence_restored,1,rule,agent_A,agent_A,1,0
138,unauthorized_delegation,critical_evidence_restored,1,scm,agent_A,agent_A,1,0
138,unauthorized_delegation,critical_evidence_restored,1,trace-r,agent_A,agent_A,1,0
139,human_override,non_identifiable,0,outcome,operator,developer,0,0
139,human_override,non_identifiable,0,causal,operator,developer,0,0
139,human_override,non_identifiable,0,rule,operator,provider,0,0
139,human_override,non_identifiable,0,scm,operator,operator,1,0
139,human_override,non_identifiable,0,trace-r,operator,NOT_IDENTIFIABLE,0,1
139,human_override,critical_evidence_restored,1,outcome,operator,developer,0,0
139,human_override,critical_evidence_restored,1,causal,operator,operator,1,0
139,human_override,critical_evidence_restored,1,rule,operator,operator,1,0
139,human_override,critical_evidence_restored,1,scm,operator,operator,1,0
139,human_override,critical_evidence_restored,1,trace-r,operator,operator,1,0
140,unauthorized_delegation,non_identifiable,0,outcome,agent_A,agent_B,0,0
140,unauthorized_delegation,non_identifiable,0,causal,agent_A,agent_B,0,0
140,unauthorized_delegation,non_identifiable,0,rule,agent_A,agent_B,0,0
140,unauthorized_delegation,non_identifiable,0,scm,agent_A,agent_B,0,0
